name,sex,transcript
Lizabella,female,"('l', 'i', 'z', 'A', 'b', 'E', 'l', 'l', 'A')"
Lizabett,female,"('l', 'i', 'z', 'A', 'b', 'E', 't:', 't')"
Lizandra,female,"('l', 'i', 'z', 'A', 'n', 'd', 'R2', 'ra', 'l', 'i', 'z', 'A', 'n', 'd')"
Lizanka,female,"('l', 'i', 'z', 'A', 'n', '(k', 'k', 'A')"
Lizanna,female,"('l', 'i', 'z', 'A', 'n', 'n', 'A')"
Lizaveta,female,"('l', 'i', 'z', 'A', 'v', 'E', 't', 'A')"
Lizavéta,female,"('l', 'i', 'z', 'A', 'v', 'e:', 't', 'A')"
Lizbett,female,"('l', 'i', 'z', 'b', 'E', 't:', 't')"
Lízel,female,"('l', 'i:', 'z', 'E', 'l')"
Lizelotte,female,"('l', 'i', 'z', 'E', 'l', 'o', 't:', 't', 'E')"
Lizett,female,"('l', 'i', 'z', 'E', 't:', 't')"
Lizetta,female,"('l', 'i', 'z', 'E', 't:', 't', 'A')"
Lizi,female,"('l', 'i', 'z', 'i', 'i', 'l', 'i', 'z')"
Lízia,female,"('l', 'i:', 'z', 'i', 'A')"
Lizinka,female,"('l', 'i', 'z', 'i', 'n', '(k', 'k', 'A')"
Ljuba,female,"('l', 'l^j', 'u', 'b', 'A')"
Lóisz,female,"('l', 'o:', 'i', 's', 'S')"
Lola,female,"('l', 'o', 'l', 'A')"
Lolina,female,"('l', 'o', 'l', 'i', 'n', 'A')"
Lolita,female,"('l', 'o', 'l', 'i', 't', 'A')"
Lolli,female,"('l', 'o', 'l', 'l', 'i', 'i', 'l', 'o', 'l', 'l')"
Lona,female,"('l', 'o', 'n', 'A')"
Lóna,female,"('l', 'o:', 'n', 'A')"
Lonci,female,"('l', 'o', 'n', 'ts', 'i', 'i', 'l', 'o', 'n', 'ts')"
Lonka,female,"('l', 'o', 'n', '(k', 'k', 'A')"
Lora,female,"('l', 'o', 'R2', 'ra', 'l', 'o')"
Lorabell,female,"('l', 'o', 'R2', 'A', 'b', 'E', 'l', 'l')"
Lorabella,female,"('l', 'o', 'R2', 'A', 'b', 'E', 'l', 'l', 'A')"
Lorella,female,"('l', 'o', 'R2', 'E', 'l', 'l', 'A')"
Lorena,female,"('l', 'o', 'R2', 'E', 'n', 'A')"
Loréna,female,"('l', 'o', 'R2', 'e:', 'n', 'A')"
Lorenza,female,"('l', 'o', 'R2', 'E', 'n', 'z', 'A')"
Lorett,female,"('l', 'o', 'R2', 'E', 't:', 't')"
Loretta,female,"('l', 'o', 'R2', 'E', 't:', 't', 'A')"
Lori,female,"('l', 'o', 'R2', 'i', 'i', 'l', 'o', 'R2')"
Loriana,female,"('l', 'o', 'R2', 'i', 'A', 'n', 'A')"
Loriána,female,"('l', 'o', 'R2', 'i', 'a:', 'n', 'A')"
Lorin,female,"('l', 'o', 'R2', 'i', 'n')"
Lorina,female,"('l', 'o', 'R2', 'i', 'n', 'A')"
Lorka,female,"('l', 'o', 'R2', 'k', 'A')"
Lorna,female,"('l', 'o', 'R2', 'n', 'A')"
Lotta,female,"('l', 'o', 't:', 't', 'A')"
Lotte,female,"('l', 'o', 't:', 't', 'E')"
Lotti,female,"('l', 'o', 't:', 't', 'i', 'i', 'l', 'o', 't:', 't')"
Luana,female,"('l', 'u', 'A', 'n', 'A')"
Luca,female,"('l', 'u', 'ts', 'A')"
Lucia,female,"('l', 'u', 'ts', 'i', 'A')"
Lúcia,female,"('l', 'u:', 'ts', 'i', 'A')"
Luciána,female,"('l', 'u', 'ts', 'i', 'a:', 'n', 'A')"
Lucilla,female,"('l', 'u', 'ts', 'i', 'l', 'l', 'A')"
Lucinda,female,"('l', 'u', 'ts', 'i', 'n', 'd', 'A')"
Lúcsia,female,"('l', 'u:', 'tS', 'ts', 'i', 'A')"
Ludmilla,female,"('l', 'u', 'd', 'm', 'i', 'l', 'l', 'A')"
Ludovika,female,"('l', 'u', 'd', 'o', 'v', 'i', 'k', 'A')"
Lujza,female,"('l', 'u', 'j', 'z', 'A')"
Lujzi,female,"('l', 'u', 'j', 'z', 'i', 'i', 'l', 'u', 'j', 'z')"
Lukrécia,female,"('l', 'u', 'k', 'R2', 'e:', 'ts', 'i', 'A')"
Lula,female,"('l', 'u', 'l', 'A')"
Lulu,female,"('l', 'u', 'l', 'u')"
Luna,female,"('l', 'u', 'n', 'A')"
Lupitá,female,"('l', 'u', 'p', 'i', 't', 'a:')"
Lüszi,female,"('l', 'y', 's', 'S', 'i', 'i', 'l', 'y', 's', 'S')"
Mábel,female,"('m', 'a:', 'b', 'E', 'l')"
Mabella,female,"('m', 'A', 'b', 'E', 'l', 'l', 'A')"
Mádhuri,female,"('m', 'a:', 'd', 'h', 'u', 'R2', 'i', 'i', 'm', 'a:', 'd', 'h', 'u', 'R2')"
Madita,female,"('m', 'A', 'd', 'i', 't', 'A')"
Madlen,female,"('m', 'A', 'd', 'l', 'E', 'n')"
Madléna,female,"('m', 'A', 'd', 'l', 'e:', 'n', 'A')"
Magda,female,"('m', 'A', 'g', 'd', 'A')"
Magdaléna,female,"('m', 'A', 'g', 'd', 'A', 'l', 'e:', 'n', 'A')"
Magdi,female,"('m', 'A', 'g', 'd', 'i', 'i', 'm', 'A', 'g', 'd')"
Magdó,female,"('m', 'A', 'g', 'd', 'o:')"
Magdolna,female,"('m', 'A', 'g', 'd', 'o', 'l', 'n', 'A')"
Magnólia,female,"('m', 'A', 'g', 'n', 'o:', 'l', 'i', 'A')"
Magorka,female,"('m', 'A', 'g', 'o', 'R2', 'k', 'A')"
Mahália,female,"('m', 'A', 'h', 'a:', 'l', 'i', 'A')"
Maida,female,"('m', 'A', 'i', 'd', 'A')"
Maja,female,"('m', 'A', 'j', 'A')"
Majoranna,female,"('m', 'A', 'j', 'o', 'R2', 'A', 'n', 'n', 'A')"
Makaréna,female,"('m', 'A', 'k', 'A', 'R2', 'e:', 'n', 'A')"
Makrina,female,"('m', 'A', 'k', 'R2', 'i', 'n', 'A')"
Malajka,female,"('m', 'A', 'l', 'A', 'j', 'k', 'A')"
Malda,female,"('m', 'A', 'l', 'd', 'A')"
Maléna,female,"('m', 'A', 'l', 'e:', 'n', 'A')"
Malina,female,"('m', 'A', 'l', 'i', 'n', 'A')"
Malka,female,"('m', 'A', 'l', 'k', 'A')"
Málna,female,"('m', 'a:', 'l', 'n', 'A')"
Malvin,female,"('m', 'A', 'l', 'v', 'i', 'n')"
Malvina,female,"('m', 'A', 'l', 'v', 'i', 'n', 'A')"
Mályva,female,"('m', 'a:', 'l', 'j', 'v', 'A')"
Maminti,female,"('m', 'A', 'm', 'i', 'n', 't', 'i', 'i', 'm', 'A', 'm', 'i', 'n', 't')"
Mana,female,"('m', 'A', 'n', 'A')"
Manda,female,"('m', 'A', 'n', 'd', 'A')"
Mandola,female,"('m', 'A', 'n', 'd', 'o', 'l', 'A')"
Mandorla,female,"('m', 'A', 'n', 'd', 'o', 'R2', 'l', 'A')"
Mandula,female,"('m', 'A', 'n', 'd', 'u', 'l', 'A')"
Manfréda,female,"('m', 'A', 'n', 'f', 'R2', 'e:', 'd', 'A')"
Manga,female,"('m', 'A', 'n', '(g', 'g', 'A')"
Manka,female,"('m', 'A', 'n', '(k', 'k', 'A')"
Manna,female,"('m', 'A', 'n', 'n', 'A')"
Manolita,female,"('m', 'A', 'n', 'o', 'l', 'i', 't', 'A')"
Manon,female,"('m', 'A', 'n', 'o', 'n')"
Manszvéta,female,"('m', 'A', 'n', 's', 'S', 'v', 'e:', 't', 'A')"
Manuela,female,"('m', 'A', 'n', 'u', 'E', 'l', 'A')"
Manuéla,female,"('m', 'A', 'n', 'u', 'e:', 'l', 'A')"
Manuella,female,"('m', 'A', 'n', 'u', 'E', 'l', 'l', 'A')"
Manyi,female,"('m', 'A', 'n', 'n^', 'i', 'i', 'm', 'A', 'n', 'n^')"
Mara,female,"('m', 'A', 'R2', 'ra', 'm', 'A')"
Marcella,female,"('m', 'A', 'R2', 'ts', 'E', 'l', 'l', 'A')"
Marcellina,female,"('m', 'A', 'R2', 'ts', 'E', 'l', 'l', 'i', 'n', 'A')"
Maréza,female,"('m', 'A', 'R2', 'e:', 'z', 'A')"
Margarét,female,"('m', 'A', 'R2', 'g', 'A', 'R2', 'e:', 't')"
Margaréta,female,"('m', 'A', 'R2', 'g', 'A', 'R2', 'e:', 't', 'A')"
Margaretta,female,"('m', 'A', 'R2', 'g', 'A', 'R2', 'E', 't:', 't', 'A')"
Margarita,female,"('m', 'A', 'R2', 'g', 'A', 'R2', 'i', 't', 'A')"
Margit,female,"('m', 'A', 'R2', 'g', 'i', 't')"
Margita,female,"('m', 'A', 'R2', 'g', 'i', 't', 'A')"
Margitta,female,"('m', 'A', 'R2', 'g', 'i', 't:', 't', 'A')"
Margitvirág,female,"('m', 'A', 'R2', 'g', 'i', 't', 'v', 'i', 'R2', 'a:', 'g')"
Margó,female,"('m', 'A', 'R2', 'g', 'o:')"
Mari,female,"('m', 'A', 'R2', 'i', 'i', 'm', 'A', 'R2')"
Mária,female,"('m', 'a:', 'R2', 'i', 'A')"
Mariam,female,"('m', 'A', 'R2', 'i', 'A', 'm')"
Mariann,female,"('m', 'A', 'R2', 'i', 'A', 'n', 'n')"
Marianna,female,"('m', 'A', 'R2', 'i', 'A', 'n', 'n', 'A')"
Marica,female,"('m', 'A', 'R2', 'i', 'ts', 'A')"
Mariella,female,"('m', 'A', 'R2', 'i', 'E', 'l', 'l', 'A')"
Mariett,female,"('m', 'A', 'R2', 'i', 'E', 't:', 't')"
Marietta,female,"('m', 'A', 'R2', 'i', 'E', 't:', 't', 'A')"
Marika,female,"('m', 'A', 'R2', 'i', 'k', 'A')"
Marilla,female,"('m', 'A', 'R2', 'i', 'l', 'l', 'A')"
Marina,female,"('m', 'A', 'R2', 'i', 'n', 'A')"
Marinella,female,"('m', 'A', 'R2', 'i', 'n', 'E', 'l', 'l', 'A')"
Marinetta,female,"('m', 'A', 'R2', 'i', 'n', 'E', 't:', 't', 'A')"
Marinka,female,"('m', 'A', 'R2', 'i', 'n', '(k', 'k', 'A')"
Marion,female,"('m', 'A', 'R2', 'i', 'o', 'n')"
Marióra,female,"('m', 'A', 'R2', 'i', 'o:', 'R2', 'ra', 'm', 'A', 'R2', 'i', 'o:')"
Mariska,female,"('m', 'A', 'R2', 'i', 'S', 'k', 'A')"
Marita,female,"('m', 'A', 'R2', 'i', 't', 'A')"
Markéta,female,"('m', 'A', 'R2', 'k', 'e:', 't', 'A')"
Marléne,female,"('m', 'A', 'R2', 'l', 'e:', 'n', 'E')"
Márta,female,"('m', 'a:', 'R2', 't', 'A')"
Márti,female,"('m', 'a:', 'R2', 't', 'i', 'i', 'm', 'a:', 'R2', 't')"
Martina,female,"('m', 'A', 'R2', 't', 'i', 'n', 'A')"
Martinella,female,"('m', 'A', 'R2', 't', 'i', 'n', 'E', 'l', 'l', 'A')"
Martinka,female,"('m', 'A', 'R2', 't', 'i', 'n', '(k', 'k', 'A')"
Masa,female,"('m', 'A', 'S', 'A')"
Mása,female,"('m', 'a:', 'S', 'A')"
Matild,female,"('m', 'A', 't', 'i', 'l', 'd')"
Matilda,female,"('m', 'A', 't', 'i', 'l', 'd', 'A')"
Mátka,female,"('m', 'a:', 't', 'k', 'A')"
Maura,female,"('m', 'A', 'u', 'R2', 'ra', 'm', 'A', 'u')"
Maurícia,female,"('m', 'A', 'u', 'R2', 'i:', 'ts', 'i', 'A')"
Maxima,female,"('m', 'A', 'ks', 'i', 'm', 'A')"
Maximilla,female,"('m', 'A', 'ks', 'i', 'm', 'i', 'l', 'l', 'A')"
Mea,female,"('m', 'E', 'A')"
Méda,female,"('m', 'e:', 'd', 'A')"
Medárda,female,"('m', 'E', 'd', 'a:', 'R2', 'd', 'A')"
Médea,female,"('m', 'e:', 'd', 'E', 'A')"
Médeia,female,"('m', 'e:', 'd', 'E', 'i', 'A')"
Médi,female,"('m', 'e:', 'd', 'i', 'i', 'm', 'e:', 'd')"
Medina,female,"('m', 'E', 'd', 'i', 'n', 'A')"
Medó,female,"('m', 'E', 'd', 'o:')"
Medóra,female,"('m', 'E', 'd', 'o:', 'R2', 'ra', 'm', 'E', 'd', 'o:')"
Megán,female,"('m', 'E', 'g', 'a:', 'n')"
Megara,female,"('m', 'E', 'g', 'A', 'R2', 'ra', 'm', 'E', 'g', 'A')"
Meggi,female,"('m', 'E', 'g', 'g:', 'i', 'i', 'm', 'E', 'g', 'g:')"
Mehdia,female,"('m', 'E', 'h', 'd', 'i', 'A')"
Mei,female,"('m', 'E', 'i', 'i', 'm', 'E')"
Meike,female,"('m', 'E', 'i', 'k', 'E')"
Meira,female,"('m', 'E', 'i', 'R2', 'ra', 'm', 'E', 'i', 'i')"
Melani,female,"('m', 'E', 'l', 'A', 'n', 'i', 'i', 'm', 'E', 'l', 'A', 'n')"
Melánia,female,"('m', 'E', 'l', 'a:', 'n', 'i', 'A')"
Melba,female,"('m', 'E', 'l', 'b', 'A')"
Mélia,female,"('m', 'e:', 'l', 'i', 'A')"
Melina,female,"('m', 'E', 'l', 'i', 'n', 'A')"
Melinda,female,"('m', 'E', 'l', 'i', 'n', 'd', 'A')"
Melióra,female,"('m', 'E', 'l', 'i', 'o:', 'R2', 'ra', 'm', 'E', 'l', 'i', 'o:')"
Melissza,female,"('m', 'E', 'l', 'i', 'ss2', '(L01', 'S', 'A')"
Melitta,female,"('m', 'E', 'l', 'i', 't:', 't', 'A')"
Melizand,female,"('m', 'E', 'l', 'i', 'z', 'A', 'n', 'd')"
Melodi,female,"('m', 'E', 'l', 'o', 'd', 'i', 'i', 'm', 'E', 'l', 'o', 'd')"
Melódia,female,"('m', 'E', 'l', 'o:', 'd', 'i', 'A')"
Meluzina,female,"('m', 'E', 'l', 'u', 'z', 'i', 'n', 'A')"
Mena,female,"('m', 'E', 'n', 'A')"
Mendi,female,"('m', 'E', 'n', 'd', 'i', 'i', 'm', 'E', 'n', 'd')"
Menodóra,female,"('m', 'E', 'n', 'o', 'd', 'o:', 'R2', 'ra', 'm', 'E', 'n', 'o', 'd', 'o:')"
Menta,female,"('m', 'E', 'n', 't', 'A')"
Méra,female,"('m', 'e:', 'R2', 'ra', 'm', 'e:')"
Méráb,female,"('m', 'e:', 'R2', 'a:', 'b')"
Mercédesz,female,"('m', 'E', 'R2', 'ts', 'e:', 'd', 'E', 's', 'S')"
Meredisz,female,"('m', 'E', 'R2', 'E', 'd', 'i', 's', 'S')"
Meri,female,"('m', 'E', 'R2', 'i', 'i', 'm', 'E', 'R2')"
Méri,female,"('m', 'e:', 'R2', 'i', 'i', 'm', 'e:', 'R2')"
Meril,female,"('m', 'E', 'R2', 'i', 'l')"
Merilin,female,"('m', 'E', 'R2', 'i', 'l', 'i', 'n')"
Merima,female,"('m', 'E', 'R2', 'i', 'm', 'A')"
Messzua,female,"('m', 'E', 'ss2', '(L01', 'S', 'u', 'A')"
Méta,female,"('m', 'e:', 't', 'A')"
Metella,female,"('m', 'E', 't', 'E', 'l', 'l', 'A')"
Métisz,female,"('m', 'e:', 't', 'i', 's', 'S')"
Metta,female,"('m', 'E', 't:', 't', 'A')"
Mézi,female,"('m', 'e:', 'z', 'i', 'i', 'm', 'e:', 'z')"
Mia,female,"('m', 'i', 'A')"
Miabella,female,"('m', 'i', 'A', 'b', 'E', 'l', 'l', 'A')"
Miana,female,"('m', 'i', 'A', 'n', 'A')"
Mici,female,"('m', 'i', 'ts', 'i', 'i', 'm', 'i', 'ts')"
Midori,female,"('m', 'i', 'd', 'o', 'R2', 'i', 'i', 'm', 'i', 'd', 'o', 'R2')"
Miett,female,"('m', 'i', 'E', 't:', 't')"
Mietta,female,"('m', 'i', 'E', 't:', 't', 'A')"
Mihaéla,female,"('m', 'i', 'h', 'A', 'e:', 'l', 'A')"
Mikaéla,female,"('m', 'i', 'k', 'A', 'e:', 'l', 'A')"
Mikál,female,"('m', 'i', 'k', 'a:', 'l')"
Mikolt,female,"('m', 'i', 'k', 'o', 'l', 't')"
Mila,female,"('m', 'i', 'l', 'A')"
Milágrosz,female,"('m', 'i', 'l', 'a:', 'g', 'R2', 'o', 's', 'S')"
Milana,female,"('m', 'i', 'l', 'A', 'n', 'A')"
Milanna,female,"('m', 'i', 'l', 'A', 'n', 'n', 'A')"
Milda,female,"('m', 'i', 'l', 'd', 'A')"
Mildi,female,"('m', 'i', 'l', 'd', 'i', 'i', 'm', 'i', 'l', 'd')"
Milena,female,"('m', 'i', 'l', 'E', 'n', 'A')"
Miléna,female,"('m', 'i', 'l', 'e:', 'n', 'A')"
Miletta,female,"('m', 'i', 'l', 'E', 't:', 't', 'A')"
Mília,female,"('m', 'i:', 'l', 'i', 'A')"
Milica,female,"('m', 'i', 'l', 'i', 'ts', 'A')"
Milijana,female,"('m', 'i', 'l', 'i', 'j', 'A', 'n', 'A')"
Milita,female,"('m', 'i', 'l', 'i', 't', 'A')"
Milka,female,"('m', 'i', 'l', 'k', 'A')"
Milla,female,"('m', 'i', 'l', 'l', 'A')"
Milli,female,"('m', 'i', 'l', 'll', 'i', 'i', 'm', 'i', 'l', 'l')"
Mima,female,"('m', 'i', 'm', 'A')"
Mimi,female,"('m', 'i', 'm', 'i', 'i', 'm', 'i', 'm')"
Mimma,female,"('m', 'i', 'm', 'm', 'A')"
Mimóza,female,"('m', 'i', 'm', 'o:', 'z', 'A')"
Mina,female,"('m', 'i', 'n', 'A')"
Mína,female,"('m', 'i:', 'n', 'A')"
Mínea,female,"('m', 'i:', 'n', 'E', 'A')"
Minella,female,"('m', 'i', 'n', 'E', 'l', 'l', 'A')"
Minerva,female,"('m', 'i', 'n', 'E', 'R2', 'v', 'A')"
Minetta,female,"('m', 'i', 'n', 'E', 't:', 't', 'A')"
Minka,female,"('m', 'i', 'n', '(k', 'k', 'A')"
Minna,female,"('m', 'i', 'n', 'n', 'A')"
Minóna,female,"('m', 'i', 'n', 'o:', 'n', 'A')"
Mira,female,"('m', 'i', 'R2', 'ra', 'm', 'i')"
Míra,female,"('m', 'i:', 'R2', 'ra', 'm', 'i:')"
Mirabel,female,"('m', 'i', 'R2', 'A', 'b', 'E', 'l')"
Mirabell,female,"('m', 'i', 'R2', 'A', 'b', 'E', 'l', 'l')"
Mirabella,female,"('m', 'i', 'R2', 'A', 'b', 'E', 'l', 'l', 'A')"
Mirana,female,"('m', 'i', 'R2', 'A', 'n', 'A')"
Miranda,female,"('m', 'i', 'R2', 'A', 'n', 'd', 'A')"
Mirandella,female,"('m', 'i', 'R2', 'A', 'n', 'd', 'E', 'l', 'l', 'A')"
Mirandola,female,"('m', 'i', 'R2', 'A', 'n', 'd', 'o', 'l', 'A')"
Mirandolína,female,"('m', 'i', 'R2', 'A', 'n', 'd', 'o', 'l', 'i:', 'n', 'A')"
Mirázs,female,"('m', 'i', 'R2', 'a:', 'z', 'Z')"
Mirea,female,"('m', 'i', 'R2', 'E', 'A')"
Mirella,female,"('m', 'i', 'R2', 'E', 'l', 'l', 'A')"
Miri,female,"('m', 'i', 'R2', 'i', 'i', 'm', 'i', 'R2')"
Míria,female,"('m', 'i:', 'R2', 'i', 'A')"
Miriam,female,"('m', 'i', 'R2', 'i', 'A', 'm')"
Miriám,female,"('m', 'i', 'R2', 'i', 'a:', 'm')"
Mirijam,female,"('m', 'i', 'R2', 'i', 'j', 'A', 'm')"
Mirinda,female,"('m', 'i', 'R2', 'i', 'n', 'd', 'A')"
Mirjam,female,"('m', 'i', 'R2', 'j', 'A', 'm')"
Mirjám,female,"('m', 'i', 'R2', 'j', 'a:', 'm')"
Mirjána,female,"('m', 'i', 'R2', 'j', 'a:', 'n', 'A')"
Mirka,female,"('m', 'i', 'R2', 'k', 'A')"
Mirna,female,"('m', 'i', 'R2', 'n', 'A')"
Mirona,female,"('m', 'i', 'R2', 'o', 'n', 'A')"
Mirta,female,"('m', 'i', 'R2', 't', 'A')"
Mirtilia,female,"('m', 'i', 'R2', 't', 'i', 'l', 'i', 'A')"
Mirtill,female,"('m', 'i', 'R2', 't', 'i', 'l', 'l')"
Misell,female,"('m', 'i', 'S', 'E', 'l', 'l')"
Mita,female,"('m', 'i', 't', 'A')"
Miu,female,"('m', 'i', 'u')"
Moána,female,"('m', 'o', 'a:', 'n', 'A')"
Modeszta,female,"('m', 'o', 'd', 'E', 's', 'S', 't', 'A')"
Modesztina,female,"('m', 'o', 'd', 'E', 's', 'S', 't', 'i', 'n', 'A')"
Mogyoró,female,"('m', 'o', 'J', 'g', 'o', 'R2', 'o:')"
Móhini,female,"('m', 'o:', 'h', 'i', 'n', 'i', 'i', 'm', 'o:', 'h', 'i', 'n')"
Moira,female,"('m', 'o', 'i', 'R2', 'ra', 'm', 'o', 'i', 'i')"
Molli,female,"('m', 'o', 'l', 'l', 'i', 'i', 'm', 'o', 'l', 'l')"
Mona,female,"('m', 'o', 'n', 'A')"
Móna,female,"('m', 'o:', 'n', 'A')"
Móni,female,"('m', 'o:', 'n', 'i', 'i', 'm', 'o:', 'n')"
Mónika,female,"('m', 'o:', 'n', 'i', 'k', 'A')"
Monszerát,female,"('m', 'o', 'n', 's', 'S', 'E', 'R2', 'a:', 't')"
Montika,female,"('m', 'o', 'n', 't', 'i', 'k', 'A')"
Morella,female,"('m', 'o', 'R2', 'E', 'l', 'l', 'A')"
Morgána,female,"('m', 'o', 'R2', 'g', 'a:', 'n', 'A')"
Muriel,female,"('m', 'u', 'R2', 'i', 'E', 'l')"
Múzsa,female,"('m', 'u:', 'z', 'Z', 'A')"
Nabi,female,"('n', 'A', 'b', 'i', 'i', 'n', 'A', 'b')"
Nabiha,female,"('n', 'A', 'b', 'i', 'h', 'A')"
Nabila,female,"('n', 'A', 'b', 'i', 'l', 'A')"
Nadett,female,"('n', 'A', 'd', 'E', 't:', 't')"
Nadia,female,"('n', 'A', 'd', 'i', 'A')"
Nadin,female,"('n', 'A', 'd', 'i', 'n')"
Nadina,female,"('n', 'A', 'd', 'i', 'n', 'A')"
Nadinka,female,"('n', 'A', 'd', 'i', 'n', '(k', 'k', 'A')"
Nadira,female,"('n', 'A', 'd', 'i', 'R2', 'ra', 'n', 'A', 'd', 'i', 'i')"
Nadja,female,"('n', 'A', 'd', 'J:', 'dj', 'A')"
Nádja,female,"('n', 'a:', 'd', 'd', 'J:', 'dj', 'A')"
Nagyezsda,female,"('n', 'A', 'J', 'g', 'E', 'z', 'Z', 'd', 'A')"
Naida,female,"('n', 'A', 'i', 'd', 'A')"
Naima,female,"('n', 'A', 'i', 'm', 'A')"
Naira,female,"('n', 'A', 'i', 'R2', 'ra', 'n', 'A', 'i', 'i')"
Nájiká,female,"('n', 'a:', 'j', 'i', 'k', 'a:')"
Nala,female,"('n', 'A', 'l', 'A')"
Nalani,female,"('n', 'A', 'l', 'A', 'n', 'i', 'i', 'n', 'A', 'l', 'A', 'n')"
Naliba,female,"('n', 'A', 'l', 'i', 'b', 'A')"
Nalini,female,"('n', 'A', 'l', 'i', 'n', 'i', 'i', 'n', 'A', 'l', 'i', 'n')"
Nalla,female,"('n', 'A', 'l', 'l', 'A')"
Namika,female,"('n', 'A', 'm', 'i', 'k', 'A')"
Namira,female,"('n', 'A', 'm', 'i', 'R2', 'ra', 'n', 'A', 'm', 'i', 'i')"
Nana,female,"('n', 'A', 'n', 'A')"
Nanae,female,"('n', 'A', 'n', 'A', 'E')"
Nanda,female,"('n', 'A', 'n', 'd', 'A')"
Nandin,female,"('n', 'A', 'n', 'd', 'i', 'n')"
Nandini,female,"('n', 'A', 'n', 'd', 'i', 'n', 'i', 'i', 'n', 'A', 'n', 'd', 'i', 'n')"
Nandita,female,"('n', 'A', 'n', 'd', 'i', 't', 'A')"
Nanett,female,"('n', 'A', 'n', 'E', 't:', 't')"
Nanetta,female,"('n', 'A', 'n', 'E', 't:', 't', 'A')"
Náni,female,"('n', 'a:', 'n', 'i', 'i', 'n', 'a:', 'n')"
Naomi,female,"('n', 'A', 'o', 'm', 'i', 'i', 'n', 'A', 'o', 'm')"
Naómi,female,"('n', 'A', 'o:', 'm', 'i', 'i', 'n', 'A', 'o:', 'm')"
Napsugár,female,"('n', 'A', 'p', 'S', 'u', 'g', 'a:', 'R2')"
Napvirág,female,"('n', 'A', 'p', '(v', 'v', 'i', 'R2', 'a:', 'g')"
Nara,female,"('n', 'A', 'R2', 'ra', 'n', 'A')"
Nárán,female,"('n', 'a:', 'R2', 'a:', 'n')"
Nárcisz,female,"('n', 'a:', 'R2', 'ts', 'i', 's', 'S')"
Narcissza,female,"('n', 'A', 'R2', 'ts', 'i', 'ss2', '(L01', 'S', 'A')"
Náre,female,"('n', 'a:', 're', 'R2', 'n', 'a:')"
Narin,female,"('n', 'A', 'R2', 'i', 'n')"
Narina,female,"('n', 'A', 'R2', 'i', 'n', 'A')"
Narmin,female,"('n', 'A', 'R2', 'R2_m', 'i', 'n')"
Násfa,female,"('n', 'a:', 'S', 'f', 'A')"
Nasira,female,"('n', 'A', 'S', 'i', 'R2', 'ra', 'n', 'A', 'S', 'i', 'i')"
Nasztázia,female,"('n', 'A', 's', 'S', 't', 'a:', 'z', 'i', 'A')"
Natali,female,"('n', 'A', 't', 'A', 'l', 'i', 'i', 'n', 'A', 't', 'A', 'l')"
Natália,female,"('n', 'A', 't', 'a:', 'l', 'i', 'A')"
Natánia,female,"('n', 'A', 't', 'a:', 'n', 'i', 'A')"
Natasa,female,"('n', 'A', 't', 'A', 'S', 'A')"
Nauszika,female,"('n', 'A', 'u', 's', 'S', 'i', 'k', 'A')"
Nausziká,female,"('n', 'A', 'u', 's', 'S', 'i', 'k', 'a:')"
Nauzika,female,"('n', 'A', 'u', 'z', 'i', 'k', 'A')"
Nazira,female,"('n', 'A', 'z', 'i', 'R2', 'ra', 'n', 'A', 'z', 'i', 'i')"
Nazli,female,"('n', 'A', 'z', 'l', 'i', 'i', 'n', 'A', 'z', 'l')"
Nea,female,"('n', 'E', 'A')"
Nedda,female,"('n', 'E', 'd', 'd:', 'A')"
Nefelejcs,female,"('n', 'E', 'f', 'E', 'l', 'E', 'j', 'tS', 'ts')"
Nefeli,female,"('n', 'E', 'f', 'E', 'l', 'i', 'i', 'n', 'E', 'f', 'E', 'l')"
Nejra,female,"('n', 'E', 'j', 'R2', 'ra', 'n', 'E', 'j')"
Néla,female,"('n', 'e:', 'l', 'A')"
Nelda,female,"('n', 'E', 'l', 'd', 'A')"
Néle,female,"('n', 'e:', 'l', 'E')"
Nélia,female,"('n', 'e:', 'l', 'i', 'A')"
Nella,female,"('n', 'E', 'l', 'l', 'A')"
Nelli,female,"('n', 'E', 'l', 'l', 'i', 'i', 'n', 'E', 'l', 'l')"
Nenszi,female,"('n', 'E', 'n', 's', 'S', 'i', 'i', 'n', 'E', 'n', 's', 'S')"
Nerella,female,"('n', 'E', 'R2', 'E', 'l', 'l', 'A')"
Nerina,female,"('n', 'E', 'R2', 'i', 'n', 'A')"
Neste,female,"('n', 'E', 'S', 't', 'E')"
Neszrin,female,"('n', 'E', 's', 'S', 'R2', 'i', 'n')"
Nessza,female,"('n', 'E', 'ss2', '(L01', 'S', 'A')"
Neszta,female,"('n', 'E', 's', 'S', 't', 'A')"
Netta,female,"('n', 'E', 't:', 't', 'A')"
Netti,female,"('n', 'E', 't:', 't', 'i', 'i', 'n', 'E', 't:', 't')"
Néva,female,"('n', 'e:', 'v', 'A')"
Névia,female,"('n', 'e:', 'v', 'i', 'A')"
Nia,female,"('n', 'i', 'A')"
Niara,female,"('n', 'i', 'A', 'R2', 'ra', 'n', 'i', 'A')"
Nika,female,"('n', 'i', 'k', 'A')"
Niké,female,"('n', 'i', 'k', 'e:')"
Niki,female,"('n', 'i', 'k', 'i', 'i', 'n', 'i', 'k')"
